#node1	node2
P42224	Q13287
Q96I24	Q96PU8
Q9BUJ2	Q9NW64
P49768	Q9UMX0
Q09472	Q9Y294
P23508	P40337
Q15714	Q96S59
P04141	P32927
P17252	Q9NR12
P01889	P24534
P07333	Q8WYR1
P16403	Q04206
100126334	P24941
Q12974	Q15853
P43364	Q15596
P55211	Q07817
P29590	Q15583
P07437	Q8NCM8
P40337	Q15185
P38398	Q9NRH3
C9JDP6	O95832
P62330	Q13347
O94989	Q14161
P62330	Q9Y266
P10747	P62993
P10244	Q969H0
P62829	Q92901
P10145	Q92945
O75376	P24468
P25391	P26012
P78509	Q05397
P04141	P19235
Q15528	Q9NWA0
P15927	Q9NZC9
O75716	Q9NRH2
P33981	Q99759
Q05823	Q9Y6K5
P31314	P62714
P28335	Q13424
Q13813	Q16659
O14920	Q14790
O43915	P11362
P38398	Q92925
P04183	P06576
P04271	P36871
Q13404	Q86Y13
O75116	Q01484
P62891	P83731
P04792	P61088
P48995	Q03135
P28482	P28562
P22681	Q9ULH1
P04637	Q9BTK6
P27482	Q16816
Q5SRE5	Q8TEM1
P38936	Q15047
O15162	Q9NZV1
P12931	Q9Y4J8
P98175	Q9H9G7
O60840	Q13237
P24394	Q92835
Q6ZSI9	Q9H1Y0
P05112	P48551
O00212	Q96BY6
P61353	Q9UNX3
O94806	Q86YW0
P63104	Q13671
Q02641	Q16537
P30273	Q06546
P53778	P60953
P05141	Q13131
P27635	P47914
Q13794	Q92985
Q14161	Q9HCE6
P09769	Q03405
P07864	P16220
Q8IZI9	Q969J5
P46977	Q86WV6
Q13332	Q99689
P63092	Q99527
P49023	Q9GZM8
Q14197	Q9NP92
Q01780	Q9HAU5
P54840	P62140
P19838	P30153
P01571	P42702
P24385	P24941
P18124	P46778
P12081	P23528
P78330	Q92956
P16150	Q9BZZ2
P02766	P02768
P17568	Q86Y39
P08865	P62753
P53803	Q8WVC0
P49454	Q08050
O75475	P63165
P62873	P63211
O14625	P32246
P24844	Q86YV6
P20226	P42858
P16410	Q96CW1
P35626	Q8NGC7
P40933	Q9UHF4
P29317	Q8N5V2
P52630	P67775
O15169	Q13233
Q13315	Q9UMQ3
O43676	O75251
P09429	Q14457
Q13404	Q9C035
P54253	Q9NX95
P06241	P11836
Q16254	Q96FC9
9757	Q8NEZ4
O75365	Q8N1F7
O60573	Q96F07
O14920	Q86UT6
Q07890	Q07960
P84022	Q8WXH2
O00308	Q9BTC0
P62834	Q7LDG7
O95400	P61978
P08047	P98194
P57078	Q13077
P30153	Q15759
Q13237	Q15147
P15260	Q8IZI9
P25685	Q14289
Q13191	Q8IZP0
A6NHL2	Q9UGJ1
O94829	Q9BUZ4
O00471	Q8TEK3
P15056	P61981
P12109	P23229
P04070	P12259
P84022	Q13643
P13489	P22695
Q99613	Q9UL03
P03897	Q9P0J0
P27361	Q96SM3
P37231	Q9Y6Q9
Q10570	Q9UKF6
P06213	P20827
O14788	P68104
P30480	P55209
O75448	P19793
P51617	Q00005
P09497	P53680
Q92797	Q9Y2Q3
P98170	Q04206
Q69YQ0	Q6WCQ1
P62258	Q0VF96
P08123	P18827
P35226	Q05516
P19438	Q06124
O14610	Q15759
O95870	P03901
P26641	P62993
P63279	Q06945
O14654	Q05513
P78347	Q13976
P01567	P08887
O00522	Q9P246
P18146	Q8TB36
P28288	Q5EB52
Q15750	Q9Y2S7
P45983	Q14653
P19419	P45983
O43242	Q14164
Q99497	Q9UER7
O60716	Q12913
Q13330	Q9NVP1
O43918	Q01130
Q5VU43	Q96KM6
P34931	P45984
407054	P52926
P15586	P16333
Q13485	Q8TB52
P15248	P78552
O75582	P01106
P27986	Q9H8V3
P62745	Q96HP0
P05388	P62913
Q9UBB4	Q9Y5J5
P10275	Q05086
P08138	Q9NSA1
O95747	Q96J92
O60353	O75581
O14893	Q16637
O14640	Q92837
P09769	P42338
P11021	Q12933
O00501	P56747
Q13485	Q99466
Q96EB6	Q9GZQ8
P14859	P32302
Q8IZI9	Q8N6P7
O95298	P51970
Q2M1K9	Q93009
P35580	Q15334
Q00005	Q13698
Q8TAI1	Q99750
P07333	P14210
P04049	P30305
P27635	Q02878
O75886	Q13094
P35790	Q8WYR1
P01106	Q92616
O14920	P31751
Q9Y230	Q9Y5K5
Q16552	Q96F46
P34931	Q9Y572
P00450	P01857
O00329	Q06124
P45983	Q9UQF2
P24941	Q12974
P17861	Q6UUV7
P06703	P07355
P40337	P42771
P01574	Q99665
P33993	Q96BK5
P61513	P83731
P32121	Q8NGX9
P04201	Q13424
O43809	Q9Y4K3
P55212	Q96P09
Q8TB45	Q9BVC4
Q13557	Q9UKV0
P00403	P62316
P62136	Q05586
P51681	P51692
P16871	Q8IU54
O43251	Q16637
O00329	P22607
P04406	P62807
P25025	Q9NRJ3
Q99549	Q9P0V3
P04626	P42681
Q05086	Q86YV5
Q16531	Q9BW61
P17096	Q9UMX1
P29590	P62913
O60262	Q9NPH0
P05000	Q14626
P49662	Q9P035
Q8IXK0	Q9BUB7
P61204	Q9UJY4
Q9H0S4	Q9UL18
O00329	P40189
P14784	P48736
406906	Q16819
Q7LDG7	Q86XP0
B1A4H9	P52333
O43707	Q13813
Q01780	Q99547
P01023	Q92956
Q8N1C3	Q9NQX3
P35372	P62873
Q8TEY7	Q9NY93
Q12906	Q92945
C9J798	P01116
O95400	P62306
O14827	P01111
O75578	Q07890
P30480	Q16630
Q92858	Q9BZE3
Q03431	Q5JWF2
P46777	P63173
Q99759	Q9UDY4
Q13123	Q70Z53
P15104	Q9H422
O95379	Q14315
Q08209	Q13469
O75444	P48436
Q16659	Q8IW41
406984	Q96JJ3
O60879	Q8NHR9
P61927	P83881
P28482	Q01196
P08183	Q13952
P30260	Q08209
Q13136	Q9Y2X7
P60866	P62244
P45983	Q16621
O96006	P10644
Q8IY31	Q8TES7
P08047	P62993
Q15365	Q15714
O43670	P18146
P28908	Q12933
P0CAP2	Q96GD3
P15248	Q99650
P25398	P61247
O60266	Q13237
P10828	Q6P2C8
P29401	Q86XK2
P09012	Q15428
P48736	Q92569
Q13627	Q9H2X6
Q13191	Q9Y371
Q9UBR4	Q9UG01
P10636	P62987
Q07666	Q13573
P63104	Q05086
P27448	P62258
P08754	P61073
P08107	P14625
P12956	Q9H910
O60674	P16885
P61981	Q92597
P30307	P61981
P62263	P62847
P04899	P47898
P62081	Q8WZA2
P09544	Q9ULW2
P01570	P42702
P56750	Q07157
P61769	Q04206
P27986	Q05655
P00519	P15498
Q6P1L8	Q9UKE5
P06899	Q7L7L0
Q00987	Q8WWW0
Q9H8S9	Q9Y2H1
Q92997	Q9UM47
P10153	P17947
O60496	P61026
O43597	Q9ULV8
P03372	Q5T9C2
O75486	Q96BN2
O95985	Q9H9A7
P10412	P45973
O60716	P61586
Q9NZ52	Q9Y3C5
P61077	Q9ULK6
P30273	P42338
O60266	Q9UK08
P15509	Q8IU54
P62993	Q2TAY7
P07384	P55957
P02794	Q9H0E2
Q13291	Q99704
P12268	Q9UET6
O00287	P25774
P28222	P63096
P06756	P25391
O00238	P62070
P62913	Q9UHD2
Q13547	Q9UK53
Q16254	Q9HAW4
P49918	Q15910
P46063	Q8IW19
P09874	Q14191
O60610	Q13573
O00591	P60520
P01588	P48551
P10721	Q15147
O14920	O95786
P18206	P40126
P16410	P42081
Q9NX58	Q9UL18
O94817	Q9GZQ8
Q15014	Q9H0E9
P62987	P83881
P20042	Q13347
P15170	P24863
Q16637	Q9UPQ3
O95484	Q96B33
P49716	Q9Y2D1
P19793	Q03181
P26368	Q05519
O60674	Q96EY1
P54253	Q96A09
O14602	O75822
Q8TAP4	Q9NS73
O43663	P04637
O95049	P56747
O43684	Q12834
P12830	P20248
P84022	Q7Z3B3
Q10586	Q12857
P07202	Q969J5
P62310	Q9BQA1
P63165	Q5T0B9
P62993	Q9UL51
O75489	P35232
P15260	Q16619
P10827	Q9NPJ6
P01562	P15260
P53779	Q9Y4H2
P04908	Q9UBN7
P05771	P18564
P41235	Q92482
P10301	Q7Z569
P02741	Q15485
P01344	P51654
P46108	P62993
Q07869	Q86V24
P35268	Q96BK5
P32302	P34947
P49768	P62993
P29459	P48551
P40763	P52294
P0C0S5	Q9NQS7
P31749	P55211
P07900	Q9H9G7
P28482	P51452
Q12834	Q8NHZ8
P12081	P62195
O00329	P31785
O95445	Q9BTY7
P49593	P54646
P10276	Q15648
P48736	Q08881
P42336	P62879
O15068	Q9NRH1
P33993	P55201
P16144	P17252
Q15797	Q8IWI9
Q8NB16	Q96HS1
P07357	P07358
P55884	P60228
P01106	Q9P2G3
P40337	P62877
O14786	P49763
Q86TI0	Q9UGI9
O96019	P25440
O15131	P00966
P20073	Q9BVA1
P63104	Q07352
P50991	Q99459
P38405	Q8NGP6
O43913	O43929
Q8TAP4	Q96BR9
P30480	Q9GZT3
O75170	P53350
P78332	Q13315
P02686	P28482
O15264	P25705
P36954	P62487
O75400	P46379
P14416	Q96SB3
P22694	Q5MIZ7
P10914	Q14938
P01375	Q92945
P13010	P16104
P05198	Q14152
O60496	Q92835
P51668	Q99714
Q15173	Q86YF9
P01562	Q92985
P01588	P24394
P06239	P23471
Q92621	Q9Y5J5
P35442	Q13797
P04406	Q6DN03
P56537	Q13438
P63104	Q9UKV0
O43597	Q13191
P17252	Q9UBN7
P38398	Q86U86
Q14061	Q9UKR5
P61956	Q9HC62
P15407	Q15759
P19419	P53778
P22695	Q14197
P45985	Q92851
P06213	P46109
P62979	Q9NZ52
P62714	Q9NSI5
P13727	P17947
O00311	Q9UBU7
O75807	P18848
P62191	Q06323
Q14164	Q92985
P62136	Q96KQ4
P42773	Q04724
O14495	Q13393
Q6PIL6	Q9NS61
P30679	P30989
P42684	Q14247
P05787	Q2TAY7
O15197	P55196
P0C0S5	Q96L91
O60603	P08571
P12980	Q16288
P33076	Q15306
P62136	Q9P2I0
Q9UKR5	Q9UQB8
P30260	Q9UJX3
P17947	P33076
P31785	Q8IU54
P0C7T5	Q06330
P29353	Q07890
O15198	Q9H173
P52735	Q9BXP5
Q93009	Q9GZU2
P14672	Q13131
P35626	Q8NGS8
P51817	Q08289
P28324	Q13164
Q9H840	Q9UHI6
O14920	Q9NYJ8
Q92731	Q9Y6X2
P98082	Q92997
P06396	P78356
P50150	Q9UBS5
O14512	Q01113
P53350	Q13625
P05019	P35968
Q14061	Q5T3J3
P45983	P46108
O60264	Q96T23
Q9NQ66	Q9UBI6
O94856	Q12860
P10073	Q13315
Q8TBX8	Q9Y6U3
P08588	Q9HD26
O95760	P42574
P16499	P19087
P41235	Q86WA6
P17480	Q9HCE7
P11142	Q13535
P23528	P53671
O43150	Q969Z0
Q12789	Q13573
P12236	P30405
P25116	Q8WYR1
P62805	P84243
P49682	Q8NHW4
P01375	P20333
Q92616	Q9HAW0
P37173	Q12841
Q04759	Q9HBA0
P14859	P23511
O75676	Q16539
P31749	Q9NZF1
O60716	P49674
P06899	Q15291
P63104	Q07890
Q13075	Q9NR28
P37231	Q9UBE8
P36508	Q15797
P00533	P42229
P21796	P49841
P07333	Q9NSA1
P78317	Q8NCF5
P35968	Q8WYR1
P50750	Q13263
Q9NQT5	Q9Y3B2
P62714	Q14BN4
P22090	P62854
Q13535	Q6NZY4
O14967	Q99965
O14836	P51617
P29350	P78552
O60664	P62380
P13637	Q01415
P35813	Q562F6
O95751	Q9BVJ6
P31942	P50616
Q13467	Q6FHJ7
P82673	Q14197
P07602	Q05086
P31947	Q14103
P40337	Q15365
P08107	Q9BXL5
P50150	Q13972
P02794	Q8IWV7
Q04206	Q13547
P35580	P60709
P01106	P28340
P26006	P29400
Q13617	Q9Y371
P63165	Q9H2Y7
P05164	P49715
P18146	P51817
O00755	O60353
Q13547	Q9NY46
P12004	Q13112
P03905	P03923
O00422	Q9UMR2
Q8NC42	Q9UKV8
P05106	P12107
P49023	Q05209
P16234	Q99961
Q16875	Q9Y478
Q13573	Q9Y6E2
Q03014	Q9H2X0
O60260	Q9Y6H5
P10275	P34932
P56524	Q02078
O15116	Q9UBK9
P47897	Q13188
O95251	Q9Y2I6
P54652	Q9Y6K9
P02511	Q07817
P15735	Q9UQK1
P19838	P25445
406958	P08069
P40763	P48357
Q96BK5	Q9Y283
P03372	Q13569
Q9NRI5	Q9UKE5
O60733	Q12772
P38405	Q8NGR1
P27695	Q9UIF7
P27694	P35244
P31749	P62979
P17987	P62714
Q9H7U1	Q9NV70
P07900	P19784
O15260	Q13530
Q8WYA6	Q9NQ29
O14775	Q9NQ66
Q02535	Q16666
P20290	P62330
O95336	Q01844
P31995	Q96RQ1
100302193	Q9H9Z2
O15519	Q96JH8
Q01831	Q13569
P14770	P42338
Q06455	Q99684
O43156	O75365
P31314	Q92570
Q16891	Q99816
P60174	Q15047
P04085	P11362
Q5TAQ9	Q969Y2
P40763	Q14469
O95819	Q08211
Q13123	Q8TBK6
P04406	P49913
Q9C005	Q9UPS6
Q96A33	Q9Y5J5
O75821	P62330
Q14790	Q7L5N1
P62993	Q96GP6
P10451	Q13797
P61587	Q9H0H5
Q13485	Q92870
Q15572	Q16637
O75582	Q9HCK4
P14778	Q5H8C1
P31946	Q9BZJ0
P04150	P42229
O95819	P61247
P17480	Q9NV56
O15399	Q13255
O15160	Q9H9Y6
O95295	Q9NUP1
P62837	Q15843
Q09472	Q13555
P13805	Q15834
O94819	P12980
Q13315	Q9UJX2
P62834	Q92565
Q96JB5	Q96RT8
P29350	Q9UHF4
Q6QNY0	Q96EV8
P49643	Q14181
P29323	P42684
Q15911	Q9Y2I6
P31749	Q9UQK1
O43561	P29350
P27708	P63104
P22694	P53805
145781	P35998
Q15109	Q9NR96
P52434	Q8WVC0
P62714	Q04206
P63146	Q6P1J9
P52756	Q05519
P07996	P08648
O60831	P27824
Q8IUE6	Q9UBN7
P62906	P84098
P99999	Q9Y277
P26006	P63261
Q12873	Q9Y2P4
P06239	P43405
P05387	P26373
P01241	Q969J5
Q96BR9	Q96JP2
P22612	P54619
Q13257	Q9NYG5
P53778	Q04771
Q9NWA0	Q9UM73
P27361	Q96RQ1
P35609	Q9H2S1
O14920	P14373
Q9NWZ3	Q9Y2T4
Q9NZ08	Q9Y6D5
P32121	Q5JRS4
Q13573	Q14974
P28715	P78549
O94776	Q9BTC8
P01375	Q12933
P43115	P63096
P41594	Q13224
Q01094	Q15021
Q92845	Q9UQE7
O00255	Q9UBU7
O15264	P18669
P04049	Q96S96
Q13464	Q7Z406
P01375	P53779
P62136	Q5T8A7
Q14204	Q96AH8
Q13356	Q92733
Q96RU7	Q9Y2D1
P19838	P62714
Q92802	Q99684
O15397	Q92900
P08100	Q15835
P10914	P17693
P05305	P25101
P08670	P23490
P23508	Q9HC38
P18848	Q15349
P45983	Q9P2Y4
P04004	P08648
P27482	Q86XI6
P16220	Q96CJ1
P58876	Q96KK5
P35626	Q8NGI7
P10276	P14859
Q6UW56	Q93052
P01570	P40238
O75461	Q9BYE7
Q04864	Q96ST3
P25391	Q05397
O14641	P61586
Q9C0C9	Q9HD64
P10276	P55075
O94874	Q9Y2X8
P11474	P48788
P61313	Q07020
Q66K89	Q9NS23
P60953	Q96PY5
P13473	P37840
P54253	Q8N8B7
Q5C9Z4	Q96T60
O60258	P35968
P01112	Q9UM73
P08514	Q16787
P38405	Q7Z3T1
O43561	O75791
Q14204	Q9Y4K3
P28749	Q16254
P17181	Q969D9
P26373	Q15788
O76071	P33992
P36897	Q04771
P38405	Q13639
P19367	Q96GD3
P54764	Q8N5V2
P31689	Q13077
P04899	Q9UBI6
Q96SN8	Q9UKR5
P08754	P30872
407018	P25054
P01876	P02766
O00217	O95178
Q8IZJ0	Q99650
P21673	Q96F10
P40939	P60520
Q8IZH2	Q9NPI6
P40426	Q6RW13
Q15528	Q9BWU1
P36897	Q9HCU5
Q9UBZ4	Q9Y2I6
O75971	Q13287
P04049	P31751
Q13748	Q9BSJ2
Q13242	Q86V81
Q8NHW5	Q9Y6K9
Q00653	Q8IZI9
P24941	Q9NYG5
P01876	P04264
P10747	Q92569
P62745	Q6ZUM4
P35555	Q08397
Q8N6P7	Q9P0W0
O75832	P61289
P07910	Q9NR30
Q9H0R8	Q9H2M9
P15336	Q68CJ9
P0C0S5	Q9Y4A5
P05413	P53350
Q04759	Q4KWH8
P01589	Q8WYR1
P08069	P46108
Q15428	Q8IX12
P62993	Q9NQ76
Q99697	Q9UJU2
P48556	Q15796
P04004	Q13683
P55327	P63104
P29597	P48357
P27448	P27449
O43524	P53778
P05023	P27361
P46531	Q9UBG7
Q01668	Q9UBI6
O00401	P00519
P04004	Q92905
O95163	Q9NYY3
O95257	P29622
P15336	Q8TDY2
P31751	Q99683
P01570	Q01344
P10586	Q9Y4H2
Q13554	Q14432
Q15013	Q96ID5
Q04206	Q969V6
P78537	Q9UL45
P19235	Q9P0W0
Q8NHZ7	Q92769
Q12873	Q9BXP5
Q13315	Q9UF12
P25208	Q02153
P02788	P08571
P31749	Q96IZ0
P22736	P29590
P31749	Q9UBS0
Q6P1J9	Q9ULH0
P09544	Q9ULV1
Q8IXI1	Q9BZ29
P21333	P48039
P27348	Q32P44
P12931	P25963
O60721	P55157
P12314	P29353
P27448	P62987
O95644	P17947
P01040	P21246
O95166	P18507
P60763	Q9UIW2
P78352	Q9UP38
O95747	Q9H4A3
P04899	Q16539
P04275	Q9UKX5
P42704	P62330
P23511	P28906
P40227	Q99459
P15927	Q5UIP0
Q9H2G2	Q9P1A6
P09493	Q9BQD3
407026	P02461
P17252	P18848
P50613	Q9HB71
O95168	P03901
Q14134	Q8TES7
P26368	P52597
P38484	Q9ULV8
O96019	P41279
Q13315	Q99959
O95831	Q96HA7
P24928	Q8N163
P01583	Q04206
P51693	P62328
P0CG48	Q8N668
Q15819	Q96ID5
P37173	Q15796
O14832	P49190
P28566	P62879
Q15287	Q9Y2W1
Q06330	Q92830
P20333	P62829
P62993	Q9UNH6
P46934	P60484
O95096	P78426
P46783	Q9Y4K3
O75446	P42858
P29353	Q05655
Q53G59	Q9UBV8
Q13315	Q8N137
P00519	P38398
Q01974	Q9H1J7
P98175	Q92917
P62993	P68431
O75886	Q9Y263
P13639	P78527
P62424	Q02543
P21333	P49407
4207	Q8IYF3
Q8N163	Q9P1U1
P55198	Q9NRR5
P06400	Q9NY61
O95777	P78347
P61964	Q13619
Q969D9	Q9HC73
P48454	Q12968
Q13077	Q9BYM8
P25787	P28074
Q92793	Q99814
P20936	Q8TAM1
P10145	Q9Y618
406906	Q9Y6R0
O75143	Q8NEB9
O94907	P04637
O60936	P0C1Z6
O95863	Q9Y297
P10276	P55317
P08138	P52566
P35579	Q99759
O75044	P60953
Q8N9I9	Q96B02
Q92560	Q969T4
P12931	P13612
Q5JQF8	Q9H074
O95967	Q9UBZ4
P62877	Q9Y4E8
O43524	P50591
P00519	Q92988
Q13216	Q16531
P23508	Q8IYT4
P0CG47	P11142
P22087	Q9BXL5
Q9BXY4	Q9H461
P29350	P52333
P46531	Q9NZ42
P61353	Q07020
Q8WXS5	Q9UQM7
O95251	Q13415
Q9H1I8	Q9Y237
P07332	P32927
P01871	Q7Z6A9
P49841	Q96G01
P30281	P49841
O15360	Q8N2Z9
P16104	Q9BY41
P01100	P17275
406893	Q07820
P18827	P49747
P12757	Q9Y5J3
Q96RJ3	Q9Y275
Q16555	Q9NRI5
P10321	Q13241
Q12778	Q13555
P11021	P56945
O43399	Q14164
O15047	P68431
P04629	P42566
P22392	P62745
Q92831	Q96JK9
P06576	Q16637
P22695	Q9NQC3
P16220	Q9C091
P49368	P49770
P49841	Q9Y243
O94782	Q13315
Q13315	Q8N5P1
P58012	P63165
O00303	P20042
P10275	Q96PM5
O60285	P31749
O14777	P07199
Q13522	Q96SB3
Q6P1J9	Q8N7H5
P68104	Q15102
P58876	Q9UBN7
Q07666	Q9UKA9
O95989	P04181
P25101	P30679
P35268	Q92901
P22612	Q14957
P08107	Q15628
P25963	Q9NSE2
P16333	Q16620
P04406	P28482
406933	Q96RT1
Q13573	Q15717
P11171	P30084
407018	O00628
P16298	Q9NZT1
P63165	Q9UJU2
P49721	Q96RN5
P78317	Q9HBE1
P15170	P62330
P16333	Q9HCM9
O95197	Q9Y5P4
P10916	Q86YV6
P39023	Q9H8Y8
Q12778	Q9UBE8
O43524	Q8WTS6
O43353	P04406
P13612	P56199
Q12873	Q9UKY1
P20333	Q9UM54
P46531	Q9Y6R0
O15511	Q07890
P11387	P14625
P30101	Q86YB8
Q15291	Q8NEZ4
P55316	Q09472
O60566	Q13257
Q15788	Q92988
P52272	Q14683
406905	P23560
Q7L576	Q9Y2A7
O43261	P68104
P07306	P56199
P27824	P43307
P28562	P31483
P31785	Q9P0W0
O00470	P12980
P12814	P38432
P11532	Q9NRI5
Q8TDR0	Q9NYJ8
O60238	P04637
P35626	Q6IEU7
P51817	P55011
P27694	Q9NZC9
P58107	Q9UKW4
P17655	Q16611
O43324	O60739
Q12778	Q9Y5W3
P51817	Q08493
P58546	Q14164
O60684	P32119
P63215	Q14416
P61073	Q9Y4X3
724029	P28799
Q13573	Q9UHX1
P55212	Q07817
P52597	Q14683
O60503	P55011
P60604	Q96PX1
O15047	Q01094
P08572	Q13683
P62873	Q08828
P20226	Q53T94
P62304	Q9Y333
O75145	Q9Y2X7
P46778	P62993
P12757	Q15047
O75445	Q13402
P01116	P10721
O15273	Q8WZ42
P62753	Q15349
P62244	P63220
O95782	P05783
P01111	P15056
P51677	P78556
Q15329	Q9UQ80
O95967	P28300
Q9H1Y0	Q9HC96
P22612	Q08499
P40425	Q96S38
P62750	Q9UNX3
O15550	Q14686
Q92956	Q9UL03
26765	P04637
P42338	Q07890
Q92834	Q96KN7
O00716	P24385
O75581	Q9ULW2
P25098	Q14416
Q8N474	Q93098
O60925	Q9BT40
P00533	P23467
406901	P46109
P48643	Q13573
Q05655	Q92569
Q16637	Q8IXL6
P51692	Q06124
O95837	P25100
P04626	Q8WYR1
O43617	Q96Q05
Q99459	Q9Y4B5
O15198	Q9H871
P49682	P63096
Q01344	Q8IU54
Q7L0Q8	Q86UR1
P02545	P50402
P05771	Q4KWH8
P20226	Q09472
P23511	P35625
O15354	O60260
O95400	P52597
P52294	Q16695
O75582	Q04206
P05107	P27986
P08107	P15559
Q9NR12	Q9NRR5
Q96KM6	Q9Y283
P00519	Q9Y4G6
Q04917	Q99683
O60671	Q9UJX2
P07900	Q15831
406989	P20366
P47929	Q13315
P15153	P61586
P09471	Q68DD2
O95169	O95182
P24941	P62249
O43623	P27361
P63279	Q6ZNA4
P03372	Q3L8U1
406882	Q92945
O75578	P21815
P04275	P53708
P01566	Q99650
Q08043	Q13797
P23560	P34130
P17612	P61952
Q15291	Q8N257
O43597	O43610
Q16526	Q9Y478
Q9NS56	Q9Y385
P05997	P26012
P43246	P62330
O95639	P51003
P13639	Q9UGI9
P11802	P42773
P46531	Q8WW43
Q93077	Q99879
P26373	P46777
P01112	Q96PV0
P28223	P30679
P06493	Q17RY0
P05771	Q08462
P23458	Q05513
P51116	Q9BQD3
Q92831	Q9UBG7
Q09028	Q9UJX2
P26640	P30480
407013	P16104
442891	P25054
P22455	P46109
406906	Q9UPY5
Q9NZ43	Q9P2W9
Q13813	Q86YD1
Q99459	Q9NYF8
Q9BQ67	Q9H7D7
Q9BXC0	Q9UBU3
P27482	Q9HD67
O75461	Q15054
P13010	Q00653
Q07817	Q8IWV7
P42771	Q15910
P15153	P46734
P30281	Q9UBQ5
O43915	P29317
Q8N4B1	Q9NW61
Q8TES7	Q9BQY4
Q8IU54	Q9UHF4
P27986	Q06187
O95619	P17480
P15170	Q9Y4K3
Q9HCK4	Q9UD71
P08575	P20273
P17252	Q96A00
Q12972	Q9UKR5
Q14147	Q14181
P23458	Q6UXL0
P58012	P78556
P01023	P01127
O00212	Q14185
Q14653	Q9H171
P35580	Q02045
O15379	P34932
P19438	Q12931
O15335	P26010
P43360	Q9NRZ9
P02461	P23229
P31749	Q9H8T0
P42684	Q13315
P31947	Q8TEW8
Q8NER5	Q96S42
P63211	Q96PN6
407016	Q15910
Q01844	Q96FJ2
P30530	P62993
O60674	P38484
P55318	Q16630
O95251	Q8WYH8
P61964	Q9BQ67
O15525	Q9NR55
P13942	P18084
P53350	Q8NDZ2
Q15427	Q9H2G2
Q01813	Q9Y4P8
P49674	Q9Y2T1
Q07890	Q5JSL3
P01570	P38484
P17987	Q13489
O60674	P51681
Q15369	Q9H8Y8
O75716	P67870
P26992	P35225
Q8IU57	Q8IZJ0
P16220	P61964
P47736	P62834
O95072	Q14683
O14641	Q14344
Q13310	Q14106
P15260	Q86WN2
P63104	Q16613
P32121	Q8NGQ1
O43255	P63279
P35226	Q03164
P61952	Q9UKY1
Q15797	Q9HAU4
O14645	Q9NX70
Q13546	Q13748
Q13263	Q7L2J0
P22612	P48544
P04637	P11473
P18847	Q13164
P22612	Q9UK08
O00212	Q9P286
Q02156	Q9Y277
O14519	P04745
P20827	P29320
P62491	Q9Y4K3
O43463	Q9UIS9
P16104	Q8NEM0
Q5T5U3	Q92730
P63104	Q9P270
P42766	P61927
P08047	Q9GZV3
P51679	P52333
P01023	P05112
Q13625	Q9HBG4
P20073	Q96N67
P12980	P17542
P04637	Q04206
Q14160	Q99759
P13569	Q9HD26
P05026	P17612
Q15024	Q9NPD3
P20783	Q15319
P01571	P01589
P19438	Q9UHD2
Q13547	Q99459
O75376	P10276
P68431	Q92830
P08047	P56645
P55209	Q14164
Q15653	Q9Y2U5
P55795	Q9BUJ2
P28347	Q9GZV5
Q9BWF3	Q9UKV8
O15514	P19387
P17676	P53567
Q7L7L0	Q96DB2
O75508	P56880
O60739	Q9BWD1
Q12824	Q86U86
P35626	Q14832
P37173	Q9Y4K3
Q13573	Q5SW96
P36542	Q9HCC8
P13861	Q92558
P06493	Q9UKL4
P17252	Q99973
P11229	P63218
P49005	Q9HCU8
Q96PV6	Q9Y3Y4
Q01844	Q9Y3F4
O76081	P49286
P08887	Q13191
O00329	Q05513
P25325	Q9Y697
Q9HAV0	Q9UBS5
Q12923	Q9BUL8
P05023	P42336
P23443	Q8N122
P25024	P42830
P10599	P27540
P09471	Q86XP0
O95467	P41586
P98175	Q15427
P17844	Q9UKV8
O75448	Q9NVC6
P07602	P10912
P39687	Q13469
P10275	Q03135
O95931	P35226
P26012	Q14031
P05412	Q92905
O43707	Q8WWI1
Q8TBB1	Q9BQD3
O60888	P23508
P12004	Q9NZJ0
Q02543	Q07912
O60739	P26583
P19784	P24941
Q8N257	Q92769
P22362	P25024
O60739	P27695
P10415	Q96LC9
406947	O00470
P63151	Q9UBN1
P23511	P35754
P53004	Q02750
Q09028	Q13547
P01023	P62993
Q12967	Q99578
P04150	P14921
P15336	Q04206
Q9BT78	Q9NS73
Q9UQ80	Q9Y478
O15198	Q99613
P18146	Q9BYV1
P29992	P49796
Q14677	Q9H0R8
P84996	Q99614
O43439	P01106
Q12959	Q9NQT8
P01588	Q969J5
406948	P35226
P18077	P62913
Q9HCK8	Q9Y333
Q13554	Q9UQM7
O95551	Q92905
P07355	P16104
P43686	P62333
P04259	Q9Y375
P46109	P48736
P23497	Q8TAD8
O75159	Q9UHF4
P60709	Q8NHR9
P04637	Q9Y4A5
P17302	Q13509
P05129	Q9NYF0
O00459	P43403
P00533	Q03135
O00459	P61586
Q16623	Q9P253
P56693	Q13287
O15350	Q96EB6
P16333	P22681
O95741	P02766
P32121	Q8NGV6
P04637	Q9HBJ7
P54646	Q92574
P06400	P35869
Q14164	Q9NR31
P05067	P30519
P02786	P23508
O95166	Q08117
P35268	P83731
O15294	P98177
P04818	Q99962
P46108	Q9UBS5
P49757	Q8IUQ4
P60568	Q01344
O60237	Q96A00
Q15465	Q9BWV1
P61289	Q9HCE7
O43924	Q9NP72
P31749	P35222
O15031	Q92730
P42702	Q86WN2
Q14164	Q5VWQ8
