#node1	node2
O60238	P32456
P51677	Q8WTQ7
O95696	P49736
P04818	Q9UKE5
5512	P62136
P40337	P68036
P51617	Q9NPH3
P07900	Q9H9G7
P04114	P17931
P18146	Q9P299
P37802	Q14164
Q9BQG0	Q9UL18
P25963	P63261
Q13200	Q14164
P19174	Q7Z408
Q9H3U1	Q9HAW0
P25098	P49407
O60674	Q01344
Q15172	Q96Q15
P46781	P62277
O15264	P19419
P42345	Q05655
P30408	P51946
P52434	Q9Y535
P05388	P62917
P06400	P27540
P62829	P62993
P05771	Q9NYA1
Q5T4F7	Q9H461
A6NMS3	P35626
Q05513	Q9Y624
406991	Q8WYQ5
P42704	Q9UBK2
P03372	Q15910
P41597	P78556
P04637	P14210
Q9H9G7	Q9HCK5
P48730	P49841
O00267	Q92561
P35626	Q8NGQ1
P29353	P33151
P98174	Q9UBI6
P62987	P84098
P01242	P42702
Q06190	Q7Z3S7
Q15208	Q5VVJ2
P12644	Q9H2X0
A1A4S6	Q7L0Q8
P18077	Q07020
Q00653	Q8NFZ5
O60739	Q7L2H7
P01137	Q9UBG0
P01568	Q99665
P05019	P11362
P42261	P62140
Q13315	Q99729
P02452	P08253
P07900	Q16665
P09341	P32248
P13807	P22612
P62993	Q09472
O14640	O14986
O75496	Q01094
O43320	P08581
P35555	Q08397
P10398	Q07890
P08069	Q00722
O00311	P11802
P56747	Q07157
P53779	P61812
P22455	Q01970
P30044	Q14164
P49768	Q99466
P67775	Q15645
P33992	P55201
Q8N2W9	Q9Y6K9
O14561	P03915
Q8NE71	Q99459
P41091	Q9Y478
P21675	Q8WUM0
P06753	Q9Y5J5
P30968	P50148
O43261	Q15047
O43504	P04406
O00459	P10301
Q15714	Q9UNF1
Q05655	Q9ULK5
Q8WYR1	Q9UN42
P32248	P52333
P18077	P18124
P61224	Q9BZL6
P46934	Q15038
Q9UBD5	Q9Y5N6
P98177	Q8IZQ8
P20701	Q14289
P22676	P68366
O75909	Q12981
406957	Q99626
P15923	Q96I15
P00747	P06733
P19532	P62714
O14775	P35372
Q12988	Q9UJY1
O15269	P13569
P08069	P29353
O75150	Q5VTR2
P02458	Q13683
O94762	P39880
O43147	Q00013
P18669	Q14203
P04792	Q04637
O95398	P62070
P61978	P67809
P42772	Q9ULJ6
Q96DE5	Q9UJX6
P98161	Q05397
Q99961	Q99962
O00273	P51124
P55081	Q8TAD8
Q96SI9	Q9NVV9
O15264	Q15139
Q04760	Q14164
P21741	P22735
P06400	P17676
Q13546	Q9NYJ8
Q14966	Q99459
O43567	P61077
P67809	Q8WXA9
P22681	P30530
Q16891	Q9H7E9
O43889	Q9UQM7
Q01094	Q96GD4
P05109	P15153
O60674	P16333
P06396	Q99755
P04035	P54646
Q04206	Q99623
O95990	P81605
P06400	P10415
P49682	P55773
O60641	Q9UHD2
P17480	Q01105
P21673	Q13574
P02768	P55899
Q9Y3A3	Q9Y5L4
Q07889	Q8N9B8
O75688	P05783
P26441	P40337
P12318	P46108
O60674	P15509
O95405	Q15796
P63104	Q9P0K7
O43295	Q07890
P32121	Q8NHB1
Q5VTD9	Q9P1U0
P49366	P62256
Q04206	Q9BWQ8
P0CG48	Q06587
P17509	P21673
P60709	Q9C0H9
P46020	Q16821
O15123	P08069
Q13261	Q9UBD9
P32121	Q9Y3N9
P00533	Q00169
P01106	Q68BL7
P61218	Q9BTT4
Q8N7P3	Q96AP7
P42772	Q00534
P16871	P54920
Q12933	Q14164
Q9BRV8	Q9Y228
P01241	Q14627
O43924	Q9NP72
P08729	Q2TAY7
P09104	P68366
P06241	P35222
P19387	Q9UKR5
P27635	Q16659
P07814	P41252
P54259	Q5TH69
P78352	Q9BTT6
P36542	Q9UL18
P06396	P63261
P25116	P49407
407046	P19838
P14866	Q9HC24
P07954	Q14164
Q14103	Q8IX12
P13569	Q9UQ84
Q9NR30	Q9Y4K3
P17612	P48058
P00533	P27348
Q969S8	Q99880
P62899	Q9UHQ7
O75400	Q8IWX8
P40222	Q8N3L3
B1A4H9	P40189
P15391	Q9UKW4
Q13077	Q13114
Q9BUV8	Q9NVI1
O43293	Q9UER7
P62328	Q9BPY3
P01106	Q96AE4
P15153	P15882
P58107	Q99459
Q15393	Q8NAF0
Q15003	Q9BPX3
P05771	Q9Y624
P62316	Q06124
P52198	Q07960
Q9H6I2	Q9UJU2
P12931	P23229
Q06587	Q8NHM5
O75791	Q9ULH1
O14640	P21291
O95696	P08670
P62891	Q07021
Q9UBC1	Q9Y676
P11532	Q14118
P05129	Q9ULK5
Q15554	Q9NUX5
P26368	Q8IX12
Q15750	Q9UBU8
Q08211	Q16629
Q8WYR1	Q9ULV8
P22004	Q13253
P55212	Q14790
P41221	Q01974
P04637	P62258
P54259	Q92832
P15153	Q13576
P20807	Q7Z6G3
P0CG48	Q7Z6J0
P60953	Q9P286
O75533	Q9HAW0
P11388	P23511
P16234	Q00987
Q05D60	Q15834
P18206	P50552
O95149	Q9P2G9
Q15788	Q9ULH1
P51159	Q9Y4I1
Q06265	Q9NQT5
P47898	P63092
Q9BXT2	Q9UQM7
P13236	P51681
Q15291	Q6P1J9
P27694	Q96FI4
P08195	Q9Y2Q3
O14640	Q13145
O60244	Q15648
Q14012	Q9NZT1
O43572	P10644
P16144	Q16787
P07814	Q8IXH7
P17542	P19838
P07550	Q8TEY7
Q9BTE0	Q9Y383
O14641	Q9HC62
Q14289	Q9Y6R4
Q04771	Q9UF11
P01589	P08700
P25391	Q14118
P19012	Q96HB5
O95931	Q71DI3
O95251	Q9Y2I6
Q13573	Q6KC79
406955	Q15796
P51668	Q9H5J8
P04899	P16473
P35221	P60709
O00442	P61254
P09211	P21246
Q13485	Q2VWA4
P35568	P48357
Q04695	Q13191
P51679	Q9Y258
P42224	P45983
P26951	P40225
P18846	P48730
O94985	Q14669
P49662	Q14683
P09651	Q07666
O75175	P50616
P60510	Q6NUP7
P23763	Q9P0L0
440264	Q9NPD3
Q96LZ3	Q9BS18
O15525	Q9Y3C7
P07948	Q9Y6Q6
P61266	P63027
O15258	P54257
Q13227	Q9UJU6
Q13362	Q9Y698
O15520	P06213
Q14627	Q969D9
O94991	P49716
Q15648	Q6P2C8
P62877	Q9Y4E8
O00329	O60262
O00459	P50151
P18206	Q14011
P33240	Q05048
P98077	Q05397
O43295	P52198
O60238	Q9H492
A5PKW4	P23416
P15173	P15923
P60660	Q01844
Q8N2Y8	Q9H0U4
O60840	P50151
Q86Z02	Q8WWW0
P32121	Q14978
P26651	Q9HAU5
P35916	Q9HCT0
406887	Q9H9Z2
P26358	Q9NRZ9
P43364	Q9H204
Q08211	Q92620
Q9UDY8	Q9Y4K3
P28328	P63146
P21673	Q9HBL7
Q14767	Q9UBX5
O95782	P46940
P31749	Q14643
Q9NVU0	Q9NW08
O15027	Q99759
P40763	P52294
O15069	Q05397
P84022	Q14974
Q14694	Q99459
O95136	Q03113
P68431	Q8N6T7
P09429	P23025
Q9NRR5	Q9UBP4
O15169	P49841
P27694	Q13472
P78406	Q9NRG9
O15105	P84022
P27037	P36894
A6NMS3	P38405
P60763	Q13177
P54253	Q8N196
P63104	Q15041
O94887	P12931
P53778	Q9UBI6
O15111	Q06187
P05231	Q05516
Q07890	Q8IWW6
P42574	Q16539
O75348	P36543
Q6GPH6	Q9NRR5
P17844	Q13077
P43246	Q92830
P06454	Q92793
P20309	Q9UBI6
P36897	Q86SG6
P46695	P50591
P05106	Q63HR2
Q9NZH5	Q9UJX3
P08865	P23229
P01106	Q96P53
Q9H8W4	Q9UI14
O00459	Q13094
P61073	Q05397
P33076	P61018
O75448	Q9NPJ6
P14316	P51610
O75159	P24394
P33176	Q9BQS8
O96008	P00441
Q9NTM9	Q9NZD8
Q70Z53	Q8IWX8
O00471	Q96A65
P06401	Q9BT22
P10276	Q09472
P38405	Q8NGH8
P35626	P51685
O60739	P62854
P51668	Q9BZR9
Q9GZX6	Q9UHF4
P54259	Q9P2R6
O00144	Q9H1J7
P63165	Q96GM8
P16671	P37231
Q12769	Q8NFH4
P43360	Q9NRZ9
Q9NP71	Q9UGJ0
P11137	P62993
P04637	P42345
P05141	P99999
P62993	Q96RI1
P60953	Q96QB1
P20671	Q96A08
P12830	Q92597
P08238	Q16659
O43909	P19174
P34931	Q00613
P08069	P48736
O43741	P22694
P25054	P35527
O75626	Q04724
P27540	Q99967
P23527	Q96DB2
P12830	P61158
P02794	Q14194
P05106	P08514
P31943	Q12986
O75365	O76031
Q8IWX8	Q9Y580
O14965	Q9GZM8
O95049	O95484
P15884	Q15796
P55157	Q15036
O60260	P68036
P41145	Q9H0R8
P60520	Q8WXX0
P0CG47	P10914
P13805	Q9UJ70
P00746	P02768
P62136	Q9UBN1
P35626	Q8N349
O75379	Q12846
P17612	P36507
P07948	Q05397
P26599	P52756
O96017	P62136
O75083	Q15477
P22681	Q92729
Q05516	Q13643
Q14164	Q9UMS4
P12931	Q8WTW4
P20248	Q15717
Q13432	Q15102
Q08211	Q86V81
Q13347	Q99613
Q6ZNA4	Q99816
P15927	P51681
P38432	P61289
P41208	P54727
P16234	Q9H4P4
P35244	Q96FI4
P40227	Q9Y2T4
Q15834	Q96BY2
P11166	Q9UGI9
O00255	Q8N2W9
P04279	Q02383
P19438	Q6GQQ9
P42338	Q9UBI6
O43707	Q86UL8
Q8N766	Q9UKE5
O60814	Q6FI13
P16152	Q9UET6
Q06547	Q14005
P21860	Q13671
P62877	Q15370
O14775	P42336
P17301	P25391
P63279	Q9NPI1
P38936	P40763
Q07890	Q6ZUM4
P11142	P12956
P18124	Q02543
P40189	Q9HBE4
O94776	Q8WXI9
Q12774	Q14161
P23229	Q14315
Q14457	Q92622
P36873	P41236
P15882	Q13387
P01732	P30443
Q00005	Q05513
P63000	Q9NQG7
A8K6C2	P17181
P19438	Q13797
Q08945	Q71UI9
Q96L91	Q96Q83
P25963	Q92769
Q99963	Q9Y6M9
P35030	Q96RI0
P18124	P61353
Q08881	Q09472
O95837	P41146
P02686	Q96QT4
O76093	P08138
P13569	P22612
P14416	P63096
P00533	Q9ULV8
P18077	P49207
Q7Z401	Q9NPI1
Q86U06	Q96PU8
Q8WYR1	Q99677
O15198	P27361
P15880	P22090
O94921	Q04771
P67775	Q4G163
P15153	Q9P2F6
Q96CS3	Q9UBV2
P01308	P22455
P42766	P62913
P63218	Q99677
P08700	P51532
Q15075	Q9Y2X7
O14924	Q8WZA2
P35222	Q14332
O14874	P16220
407047	Q9UKL0
P63104	Q99550
O15126	P04637
P38405	Q8NGF7
O00483	O75438
O60674	P00533
O76064	P61088
P17028	Q13315
Q13315	Q9H814
P33993	Q9HC98
Q13309	Q14005
P18077	Q9UNX3
P0CG48	Q9H0M0
O94874	P51668
P42229	Q15303
P12956	Q8WU20
O75528	P51610
P21860	P52333
P35579	Q96A32
O14773	P33076
P62993	P84022
P62263	P62854
P28482	P53004
P60709	Q05655
407053	P28222
P46108	Q14185
O14640	P48729
P62136	Q96SB3
P08069	P49763
Q13233	Q9Y230
P11177	Q15118
P16871	P28482
Q00597	Q9BTP7
P13984	P18848
P62258	Q92628
P48023	Q9H2G2
O95163	Q9Y6M9
P23396	P61247
Q07021	Q13243
O60832	Q9BUR4
P30044	Q9GZT6
P16615	P27824
P17066	Q01201
O15371	O75821
P51991	P52565
O60224	Q969G2
P51116	P61371
Q9NQR9	Q9UGI9
P18146	Q12923
Q13415	Q9UJX2
P34998	Q14344
Q96P11	Q99459
P49207	P62750
A8K6C2	Q99665
P35626	Q8NGF1
Q13131	Q86V24
Q13748	Q92844
Q8TCY5	Q96G30
Q13077	Q8IUC6
Q9NR12	Q9UHF1
P48051	P63211
407046	Q9UKL0
P32121	Q8NGF8
P38405	Q96R27
O60353	P09544
P01570	P19838
P12931	P33151
P40763	P51692
O15259	P21333
P23511	Q01094
Q8TBB1	Q9UI14
P15531	P22392
51639	Q9Y478
Q01094	Q99708
Q8TAQ2	Q92769
P62195	Q9UJM8
O43765	Q9UET6
Q13573	Q96CW5
P32121	Q8NHB7
Q13509	Q969X0
P19022	P35221
P46109	Q14289
P62987	Q7LG56
P0CG48	P53355
P68431	Q8NEZ4
O14640	P17252
P29350	P30874
O60391	P51817
Q13573	Q15796
P17980	Q99459
P38405	Q8NGG4
P55769	Q13573
P08173	P08754
O14901	P54253
P53778	P63000
Q9NPD3	Q9Y3B2
Q495A1	Q9NQS3
P20823	P43487
P62136	Q9ULJ8
P24522	P48740
O60674	Q06124
P51617	Q13148
P02760	P41235
P06127	P06239
O43306	Q8WZA2
Q05516	Q06455
P46783	Q99558
P38398	Q9BX63
P04637	P41182
P01137	P84022
P17612	P20020
O14654	P04626
P38646	Q6WCQ1
P23368	Q9H4A3
P29992	Q15147
P62993	Q9UJM3
P60660	Q15746
P08100	P08651
P21127	Q13153
P52565	P84095
P05198	P78344
O60880	Q9UIB8
O00212	Q9P286
574501	P16298
Q12931	Q13573
P21580	Q9Y3C5
Q5VTB9	Q969T4
A6NMZ7	Q13797
P01241	P15509
P17275	Q9NR55
O95166	P41145
Q14790	Q9UNN5
P61077	Q13064
O00193	Q14164
P07942	P25391
P51617	Q9Y4K3
P63104	Q04912
P35626	Q8NGM8
P25024	P25025
P27037	P43026
P42772	Q99570
O00526	P55317
P05120	P06400
Q96RU3	Q9Y4D1
P20073	P55084
P18621	Q9UKV8
O43795	O76071
P04908	Q13547
P17152	Q12983
Q9BWF3	Q9UKA9
P23246	Q9UBW7
P05112	Q9UHF4
P55957	Q92843
P39023	Q9Y478
P60763	Q12967
Q3ZCQ8	Q9H173
P13631	P50613
Q13200	Q9HC98
P42336	Q9UBK5
P06213	Q99490
O75376	Q15406
P46937	Q13485
P25791	Q15555
P62877	Q15796
P17081	P42331
O60266	P38405
P61077	P98170
P16083	Q01201
Q01668	Q9P2W3
P10721	Q92569
P53778	Q14765
P04637	Q15466
P11362	P55075
O00548	Q9UM47
O15379	Q8IUE6
P05000	Q99062
P35626	Q8NH74
Q9NQ11	Q9NX76
P21802	Q9H201
Q9UBK2	Q9UGJ0
Q08462	Q13554
Q13261	Q9NPF7
O60739	Q9UBQ5
P61587	Q13017
O75365	Q9BPX3
P16885	Q9UP65
P25705	Q8N5M1
P35637	P51991
O95400	Q96DI7
P63218	Q96PN6
P08254	P16035
P01569	P19838
O60828	P54253
P13725	Q08334
P43364	Q15007
P33981	Q9Y6D9
P36873	Q96BA8
P22455	Q92529
Q13188	Q96NE9
P29459	Q01344
P46778	P83731
Q9NRQ2	Q9Y230
P02766	P68104
P05106	P56199
O60674	P01569
O60716	Q7Z6J6
P35609	Q15942
P63244	Q9Y6R4
P46777	P47914
O95251	P25205
P20333	P29508
O60343	O94916
O75367	Q8WUI4
O43524	Q9UBE8
P0C1H6	Q7L7L0
Q9P289	Q9Y3A3
P07437	Q01201
O15230	P08514
P62136	Q9Y2W2
O96014	Q14332
P05129	Q02930
P50151	Q9HBW0
Q9P2D0	Q9Y675
Q08AM6	Q92905
O15524	P78552
Q92793	Q9Y5Q3
O14512	P78552
407033	P04899
O00329	P10828
P42345	Q6PHR2
Q12905	Q92878
P61978	Q9BXP5
P04844	P16104
O60353	P56703
P12004	P62987
O43586	P62910
P26718	Q6H3X3
P61978	Q3SY52
P30480	P62910
P07949	P62993
O00231	Q13885
O15533	P30450
Q9HC36	Q9UHX1
P49407	Q12772
Q14789	Q99459
Q96EY1	Q99759
O43318	P38646
O15121	Q8IVH2
O75159	P10912
P01033	P15976
P10415	P53355
P06241	P28340
P22607	P22681
O94967	O95990
P0C0S5	Q9NXR8
P23467	P41240
P46108	P78345
Q5TCZ1	Q9H204
Q15427	Q86XP3
O60812	P61981
Q93074	Q9ULK4
Q96GE4	Q9BRT9
P28562	Q16539
P21580	Q9UDY8
P06400	P43686
P38398	Q86YC2
P42568	P51681
Q12933	Q9BQA5
O14798	P12236
Q96G27	Q9H0M0
Q02763	Q6S5L8
P19838	Q15653
P08581	P12034
P62136	Q14957
Q05516	Q9Y333
P04637	P23511
P68431	Q8WXX5
P62491	Q9Y4K3
O00308	Q9NR12
P08247	Q8IUQ4
P10599	Q9Y4K3
P01889	Q9Y678
Q92806	Q9UK08
P06702	P40198
P10828	Q92793
P19012	Q15154
P63096	Q14831
O43318	P62158
P32121	Q7Z3T1
Q03111	Q8TEK3
Q14802	Q8NC51
Q14103	Q9UKM9
P08631	P21860
Q3V6T2	Q9NRI5
O60814	Q92769
P60660	Q32MK0
Q15834	Q6B8I1
O60500	P06241
Q13191	Q15149
O15162	Q02218
Q9BVV2	Q9NR12
P00533	Q04695
P01857	P02654
P35916	Q15147
P05230	P19784
O60784	O75674
Q12933	Q92844
P01857	Q96T68
O15264	P62714
O95813	O96014
P06241	Q92918
Q00839	Q12986
Q8N257	Q9BTM1
O15551	O95500
O43432	O60573
P19838	Q13309
Q13315	Q8WY91
Q12906	Q15427
P08670	Q7L5N1
P30154	Q06190
Q9Y333	Q9Y4Z0
P15104	Q9UKL3
P24522	Q15652
P22392	Q96QV1
P52756	Q12986
Q92956	Q9Y3U8
Q13330	Q8IXH7
P63279	Q9NS56
Q14197	Q9Y2Z4
P20671	Q99880
P62993	Q8NFW9
Q9ULG1	Q9Y230
406892	P53350
P57087	Q9Y624
P08238	P13569
P21246	P46100
P42229	Q9Y6X2
Q53G59	Q9NRT5
Q9UJY4	Q9UMZ2
P06239	Q9NP31
P25787	Q9BQ83
P33992	P78527
P15036	P25054
P01106	Q9H4M9
P10276	P19793
Q16649	Q96BA8
O75438	Q9P0J0
P17096	Q96LA8
Q14164	Q16836
Q8IYD8	Q9NVI1
P16220	Q92519
P22001	Q92529
P46527	Q03164
P10147	P51677
P54105	Q9UKV8
P84243	Q9UJW3
P01106	P30279
Q06330	Q99466
P55036	P62979
P63208	Q96EF6
P51817	P63215
P52434	Q9HCS7
P00505	Q9H1Y0
P48378	Q33E94
Q00987	Q66LE6
P62304	Q99459
P04899	P17252
Q13322	Q9NRI5
P0CG48	Q15038
P62158	Q32MK0
P10275	Q13950
P20073	Q8WTW4
Q13469	Q15759
O75197	P49841
P12956	Q00653
P26373	P62888
P78527	Q05655
O15519	Q13077
Q66LE6	Q8IX90
P30260	P63098
P08708	P25398
P31751	Q13362
P57087	Q05655
P10275	P12956
O15111	Q00610
P0CG48	Q92731
Q96RR4	Q9NZT1
Q14088	Q9UI14
P68104	Q09472
O94822	Q92985
P46776	P62906
P00966	P63104
P14866	Q9Y4K3
P18206	P55084
P21333	Q07157
P61088	Q9UKV5
O15530	P27348
Q13976	Q86W47
P50542	Q8IY92
O15273	O15530
P11586	P62330
P05013	Q8N6P7
O95967	Q9BQY4
Q13315	Q9Y314
P98095	Q969U7
P84095	Q7Z6B7
O75528	Q9NS73
P15153	P52566
P51679	Q99731
P35568	Q16620
P20333	Q00610
P52757	Q8IXI1
Q00765	Q9UI14
P19525	Q16236
O95167	O95298
Q9UBC3	Q9Y6K1
Q13469	Q9Y277
Q92793	Q9UQM7
Q15910	Q9UBS4
O75326	P55157
P63167	Q9UBX3
P63104	Q14980
Q16637	Q96PQ7
O15355	P08621
P13612	Q08043
Q13315	Q9ULR0
Q9Y3F4	Q9Y4K3
Q13393	Q92569
A8K6C2	Q6UXL0
O94989	P54764
P53350	Q8NDZ2
P28908	P32971
O95376	Q92993
Q12955	Q15796
O43242	P30480
Q6P1J9	Q8TB96
O95487	P55735
P35626	Q8NH73
O95453	P33240
P30520	Q9H0Y0
Q16539	Q9HAV0
Q6P2Q9	Q9BRX9
P07333	P20827
P07942	P23229
P62140	Q8N726
Q9NVV4	Q9UHD2
O15287	P11511
O75460	P11021
Q13573	Q14562
P38936	Q16665
P06241	Q9NRJ4
P22612	P50993
P05556	P06756
P17081	Q9UPT5
P18124	Q8IXK0
Q13426	Q9NP87
O75925	P52630
P27797	Q13087
O43181	O43920
Q13315	Q9ULU4
Q9HAU5	Q9ULX3
P25787	P29372
P03372	P38398
Q07157	Q9BX67
P17676	Q16254
Q15326	Q9NR12
O14610	P48051
406899	P38936
P48357	Q07869
P00338	Q8IZH2
P01569	Q14626
P0C0S5	Q9NPF5
O75461	P23921
O94874	P49662
P53779	Q13233
P0CAP1	Q9NVV9
Q8IXI1	Q9H0H5
O60840	P17612
Q13153	Q9H1R3
Q15628	Q9Y6K9
P29459	Q02556
O60563	P50750
P33402	Q96RT1
O95997	P13010
Q15027	Q9UBP9
P00519	Q38SD2
Q86U06	Q9Y3C7
P11473	P58753
P08172	Q96D09
O15117	Q86WV1
Q14512	Q9NRR5
Q99570	Q9UFN0
P18146	P55265
P27361	P50151
P55769	Q12789
Q13191	Q8WV28
P04899	P32302
P61981	Q9UHX1
P25440	P62805
Q13557	Q86YW0
P51668	Q8N9I9
P23458	P58753
P01137	P21810
P46778	P61513
P18827	P29400
P51693	Q8WUB8
O60508	P52597
Q7Z406	Q96QT4
P62753	P62854
P59768	Q00975
O14775	Q00975
Q13155	Q5D1E8
Q92878	Q9BXW9
P49641	Q9Y383
P07814	Q04206
O00214	P26006
P05023	P42338
O75365	Q14558
P13637	P32418
P05162	Q71U36
Q99741	Q9Y5N6
Q15172	Q9BVP2
Q00653	Q04637
P02749	P62993
P16220	Q7Z407
Q14103	Q9BUJ2
P16144	P49746
P56192	Q04206
Q13464	Q15796
P09603	P16234
P02792	Q99816
P51610	P68400
Q96RT1	Q9H2G2
O43678	Q86Y39
P51948	Q00534
O60674	P50570
P01871	Q06187
P32969	P61254
P10636	P27361
P60842	Q9BTT4
O94806	Q9GZQ8
P45983	Q07820
P20226	Q96A83
P20073	P51693
P61978	Q00005
O14640	Q9HCE7
O76064	Q15834
Q2TAZ0	Q9H0R8
O00267	P50750
P13645	Q6R327
Q13573	Q15291
Q9BXT2	Q9Y2T4
P27348	Q9P0K7
P15018	Q9HBE5
P35626	Q8NGE7
Q96B97	Q9Y371
P22455	Q9GZV9
P49674	Q9NRX1
Q02156	Q9NYA1
P18146	Q96A47
O75340	Q8NDC0
O15173	Q14164
P05015	Q13261
Q06190	Q86US8
P22090	P35544
P08754	P48549
P03886	Q9P0J0
P01563	P15260
P31947	Q9P0V3
P51684	P63096
P15408	P32519
Q01196	Q09472
P20073	Q9Y3C7
P21860	Q8WYR1
Q12933	Q8TBB1
P31749	Q68CJ9
P18146	Q9Y4C1
P61313	P62910
P53708	Q9UQP3
P36888	P62993
P60880	Q9C026
P05556	P56945
Q15834	Q9C0A6
O15264	Q9P2W3
P04731	P49407
P17535	Q16520
P10828	Q13554
P21980	Q96KM6
Q13535	Q6IBW4
P06213	P15692
P26992	Q9NPF7
P04792	P19838
P42677	P62280
P19086	Q86XP0
P68431	Q12888
P46777	P62906
P62070	Q8WYR1
P30154	Q13698
P25054	P33176
Q13114	Q96FW1
P00533	P42224
P63211	Q08828
P53779	Q9Y4H2
Q495M9	Q9Y6N9
P55795	Q15637
O15131	P22392
O14737	P26641
O14936	Q9Y2J2
Q15758	Q9Y2Q3
P01871	Q13219
Q12772	Q14789
O75128	Q9BY11
O75030	P63104
Q8IYF3	Q9BT92
406948	P19544
P56537	Q14181
O95257	Q03181
Q2TAY7	Q9Y4Z0
P04731	Q13585
O95817	Q9H4A3
O43900	Q9H2G2
P19525	P60953
P23786	P61421
P38405	Q8NGN4
P51148	Q9H223
O15131	P63165
P62979	Q15653
P17096	Q01844
Q9P1Z2	Q9UJU2
O14976	Q9UM73
Q9UF02	Q9Y2T4
P36897	Q13153
P13612	P25391
P23396	P62249
E7EU14	Q99683
Q12788	Q9BTM9
P01106	Q9NQX5
A6NM45	O95471
P17676	Q05195
Q16584	Q92905
O94856	Q12860
P62714	Q96Q15
O00141	P49411
Q6ZUJ8	Q92569
Q6ZVK8	Q8N5Z5
O14798	P02647
O15357	Q8IZP0
P33176	Q9Y6K9
P67870	Q14676
P15153	Q9H0H5
P67809	Q969S2
P29692	Q9H1I8
Q9BTT4	Q9NVH6
O43524	Q9Y478
Q13131	Q9UGI9
O43889	Q16649
P07858	P41220
P04216	Q9NRY4
Q16611	Q96JQ0
Q9UBZ9	Q9UI95
O15315	P07305
O60784	Q96KM6
P52926	Q96LA8
O43504	Q5JY77
P01567	P19838
P11233	Q9NZL6
P42261	Q05586
P63096	Q08722
P01106	Q15477
P49407	Q14749
Q16778	Q6UXN9
O00254	P35030
P10586	P98077
Q9BS18	Q9UJX2
Q2M3C7	Q6P996
P19838	P78545
O14786	Q14563
P05814	Q14164
P16104	P27797
P12931	Q9H204
P05000	Q01344
O75807	P35638
O14974	Q9BUA6
P38405	Q15619
P26641	P31749
Q13023	Q9H2G2
P07333	Q96B97
O60258	P00533
P42568	Q5RL73
Q16539	Q9UBI6
P32121	Q9Y5P0
P08631	Q8WUM4
P16298	Q12834
O95996	P20823
Q13501	Q8IY92
P08581	P12830
P04150	Q13569
P16615	Q9Y4K3
P61026	Q14103
P25786	Q8N5Z5
O14807	O43374
Q06787	Q9UL18
O75391	O95870
P61812	Q03167
O60721	P18146
P15509	Q13007
P04156	P11021
Q14011	Q9BS40
Q07812	Q16539
P46937	Q15796
Q9NX09	Q9Y297
P05387	P62917
P54259	Q8NBV4
Q96BR9	Q9BXS5
O60674	P22681
P06899	Q969S8
Q5T5P2	Q8IYF3
O75506	Q9BSB4
P52630	Q13547
O14802	Q9NW08
P08887	P52333
P23771	P35225
Q16637	Q5RL73
P12757	Q8IZ52
P46108	Q9UBM4
P56537	Q969H8
P68371	Q15102
P49736	Q14566
O00232	Q14164
P04049	Q92934
P37108	Q9NY93
P60763	Q07890
P15336	Q6UUV7
P25789	P62979
Q13435	Q96CW1
P00519	Q9Y3L3
O94985	P98160
P28065	Q15788
P53778	Q16082
P33993	Q9BRX2
Q96A08	Q96RL1
P17252	Q08462
Q13535	Q8N5F7
P22694	P27815
P21580	Q13077
Q96ED9	Q9UBZ4
P31946	Q13627
P05412	Q9UPN3
Q8IYS0	Q9UGN5
P09341	P32246
O95453	Q92945
P24522	Q9H4H8
P51955	Q12834
P35348	Q14344
P13612	Q13477
P78371	Q9UHD2
P01111	Q8IV61
P01130	Q92793
P01891	Q5XKP0
A8K7I4	P16144
Q969D9	Q9UHF4
P23396	P60866
Q14139	Q9Y2X8
Q12996	Q99459
Q15648	Q96RN5
P13533	Q9NRG4
P55103	Q96S42
P21796	Q14164
P67812	Q8N357
Q9HAV4	Q9Y6K9
P06493	Q9BS18
P22736	Q8TAE8
Q16816	Q16821
P08107	Q96L91
P33778	Q8IUE6
O00305	P78559
O14980	Q13568
P38646	Q9HCS7
Q13257	Q9Y3Q8
Q13114	Q96DC9
O00212	Q9H7D0
P08151	P48730
O43290	Q8IY92
P20700	P63104
O43924	Q92730
P48023	Q15788
P46019	P62158
P32121	Q8NGU2
P49841	Q8N205
Q13325	Q96BY9
P33240	Q12996
Q13751	Q7L0J3
P13349	Q02363
P98175	Q13573
P43243	Q9UKV8
Q9C086	Q9H981
2310	P24522
P51617	Q9BUZ4
P12830	P37275
Q71UM5	Q9UL18
O43676	P36542
O43542	Q92698
P05412	Q01892
Q9H9S4	Q9UGJ0
Q07890	Q9H0H5
P01138	Q9UPU3
P78330	Q99873
Q8IYD1	Q9HAU5
P62993	Q92930
O14905	Q8N474
P13987	Q13191
O95503	P01106
P19793	P57727
P36873	P36897
A1A4S6	P63261
P38606	Q13315
P62875	Q15560
O14775	O75822
P49888	Q9UKR5
P08514	P26012
P00533	Q9NYB0
P41221	Q9H461
P11473	P49715
Q15276	Q9NZ52
O00212	Q8N1I0
P10275	Q9NYW8
O43353	P08138
P01106	Q9H8H0
Q92997	Q969G9
O14641	P26368
O75530	P13612
P24821	P31431
P10912	P19174
P30153	Q13936
P42771	P84022
O60244	Q9NX70
O15455	Q8WYR1
P08637	P35354
Q14195	Q9NRI5
Q14457	Q96EE3
P36406	Q8NFF5
P10415	P40763
P26992	Q13007
P29323	Q15768
